"","Dim.1","Dim.2","nome.x","partido.x","uf.x","id_dep","condicao","matricula","idParlamentar","nome.y","nomeParlamentar","urlFoto","sexo","uf.y","partido.y","gabinete","fone","email","none","destaque","destaque_ministros","destaque_bancada_bala","destaque_bancada_humanista","destaque_bancada_evangelica","destaque_bancada_ruralista","destaque_bancada_sindical","destaque_cassacao","destaque_pb","destaque_partido","destaque_cassacao_partido","destaque_cunha"
"19",0.605456704139019,-0.0210884604313174,"Alexandre Leite","dem","SP",160545,"Titular",334,5830381,"ALEXANDRE LEITE DA SILVA","ALEXANDRE LEITE","http://www.camara.gov.br/internet/deputado/bandep/160545.jpg","masculino","SP","DEM",841,"3215-5841","dep.alexandreleite@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"20",0.301527672100751,0.0248650800803384,"Alexandre Serfiotis","psd","RJ",178833,"Titular",284,5830747,"ALEXANDRE AUGUSTUS SERFIOTIS","ALEXANDRE SERFIOTIS","http://www.camara.gov.br/internet/deputado/bandep/178833.jpg","masculino","RJ","PSD",554,"3215-5554","dep.alexandreserfiotis@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"21",-0.204703262473469,-0.131040795540685,"Alexandre Valle","prp","RJ",178936,"Titular",285,5830436,"ALEXANDRE VALLE CARDOSO","ALEXANDRE VALLE","http://www.camara.gov.br/internet/deputado/bandep/178936.jpg","masculino","RJ","PRP",587,"3215-5587","dep.alexandrevalle@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"22",-0.0741362095264107,-0.161415992002936,"Alex Canziani","ptb","PR",73458,"Titular",445,5830426,"ALEX CANZIANI SILVEIRA","ALEX CANZIANI","http://www.camara.gov.br/internet/deputado/bandep/73458.jpg","masculino","PR","PTB",842,"3215-5842","dep.alexcanziani@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"23",0.631232105882468,0.31244115429331,"Alex Manente","pps","SP",178972,"Titular",331,5830591,"ALEX SPINELLI MANENTE","ALEX MANENTE","http://www.camara.gov.br/internet/deputado/bandep/178972.jpg","masculino","SP","PPS",245,"3215-5245","dep.alexmanente@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"24",0.438571241821171,-0.0815838931988905,"Alfredo Kaefer","psdb","PR",141454,"Titular",451,5830645,"JACOB ALFREDO STOFFELS KAEFER","ALFREDO KAEFER","http://www.camara.gov.br/internet/deputado/bandep/141454.jpg","masculino","PR","PSDB",818,"3215-5818","dep.alfredokaefer@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","psdb","não assinaram",FALSE
"25",-0.289642883124402,-0.0981044747054412,"Alfredo Nascimento","pr","AM",178846,"Titular",36,5830771,"ALFREDO PEREIRA DO NASCIMENTO","ALFREDO NASCIMENTO","http://www.camara.gov.br/internet/deputado/bandep/178846.jpg","masculino","AM","PR",401,"3215-5401","dep.alfredonascimento@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"26",-0.618318235082114,0.564099550500763,"Alice Portugal","pcdob","BA",74057,"Titular",180,5830470,"ALICE MAZZUCO PORTUGAL","ALICE PORTUGAL","http://www.camara.gov.br/internet/deputado/bandep/74057.jpg","feminino","BA","PCdoB",420,"3215-5420","dep.aliceportugal@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","outros","não assinaram",FALSE
"27",-0.210788289128861,0.607206504829662,"Aliel Machado","s.part.","PR",178927,"Titular",441,5830336,"ALIEL MACHADO BARK","ALIEL MACHADO","http://www.camara.gov.br/internet/deputado/bandep/178927.jpg","masculino","PR","REDE",480,"3215-5480","dep.alielmachado@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"28",-0.203434203310375,-0.244107028635875,"Altineu Côrtes","pr","RJ",178937,"Titular",286,5830582,"ALTINEU CÔRTES FREITAS COUTINHO","ALTINEU CÔRTES","http://www.camara.gov.br/internet/deputado/bandep/178937.jpg","masculino","RJ","PR",578,"3215-5578","dep.altineucortes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"29",-0.419855055527319,-0.142189725611298,"Aluisio Mendes","psdc","MA",178881,"Titular",68,5830565,"ALUISIO GUIMARAES MENDES FILHO","ALUISIO MENDES","http://www.camara.gov.br/internet/deputado/bandep/178881.jpg","masculino","MA","PSDC",931,"3215-5931","dep.aluisiomendes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"30",-0.61803805674255,0.309281891809621,"Ana Perugini","pt","SP",178973,"Titular",332,5830779,"ANA LUCIA LIPPAUS PERUGINI","ANA PERUGINI","http://www.camara.gov.br/internet/deputado/bandep/178973.jpg","feminino","SP","PT",436,"3215-5436","dep.anaperugini@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Demais estados","pt","pt",FALSE
"31",-0.228372533303911,-0.264519830783765,"Anderson Ferreira","pr","PE",160551,"Titular",142,5830422,"ANDERSON FERREIRA RODRIGUES","ANDERSON FERREIRA","http://www.camara.gov.br/internet/deputado/bandep/160551.jpg","masculino","PE","PR",450,"3215-5450","dep.andersonferreira@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"32",-0.365679813057592,-0.170132964665991,"André Abdon","prb","AP",178831,"Titular",9,5830650,"ANDRE DOS SANTOS ABDON","ANDRÉ ABDON","http://www.camara.gov.br/internet/deputado/bandep/178831.jpg","masculino","AP","PRB",831,"3215-5831","dep.andreabdon@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"33",-0.188073555447051,0.0945067117248257,"André Figueiredo","pdt","CE",133439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","outros","não assinaram",FALSE
"34",-0.119433479767551,-0.319414599258621,"André Fufuca","pen","MA",178882,"Titular",72,5830768,"ANDRE LUIS CARVALHO RIBEIRO","ANDRÉ FUFUCA","http://www.camara.gov.br/internet/deputado/bandep/178882.jpg","masculino","MA","PEN",945,"3215-5945","dep.andrefufuca@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"35",0.0901174629195371,-0.14862006123278,"Andre Moura","psc","SE",160543,"Titular",174,5830799,"ANDRÉ LUIS DANTAS FERREIRA","ANDRE MOURA","http://www.camara.gov.br/internet/deputado/bandep/160543.jpg","masculino","SE","PSC",846,"3215-5846","dep.andremoura@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"36",-0.657366897539165,0.207402742672737,"Andres Sanchez","pt","SP",178974,"Titular",341,5830481,"ANDRES NAVARRO SANCHEZ","ANDRES SANCHEZ","http://www.camara.gov.br/internet/deputado/bandep/178974.jpg","masculino","SP","PT",939,"3215-5939","dep.andressanchez@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","pt","não assinaram",FALSE
"37",-0.66121862729401,0.345002089956215,"Angelim","pt","AC",178837,"Titular",52,5830541,"RAIMUNDO ANGELIM VASCONCELOS","ANGELIM","http://www.camara.gov.br/internet/deputado/bandep/178837.jpg","masculino","AC","PT",543,"3215-5543","dep.angelim@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Demais estados","pt","pt",FALSE
"38",-0.15582730390309,-0.236749673674933,"Aníbal Gomes","pmdb","CE",74212,"Titular",87,5830497,"ANÍBAL FERREIRA GOMES","ANÍBAL GOMES","http://www.camara.gov.br/internet/deputado/bandep/74212.jpg","masculino","CE","PMDB",731,"3215-5731","dep.anibalgomes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","pmdb","não assinaram",FALSE
"39",-0.142586589259349,-0.0959181131456584,"Antonio Balhmann","pros","CE",74213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"40",-0.106505832576533,-0.174244841704175,"Antonio Brito","ptb","BA",160553,"Titular",189,5830609,"ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO","ANTONIO BRITO","http://www.camara.gov.br/internet/deputado/bandep/160553.jpg","masculino","BA","PTB",479,"3215-5479","dep.antoniobrito@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"41",-0.371150973002299,-0.21222140205032,"Antonio Bulhões","prb","SP",141383,"Titular",333,5830625,"ANTONIO CARLOS MARTINS DE BULHÕES","ANTONIO BULHÕES","http://www.camara.gov.br/internet/deputado/bandep/141383.jpg","masculino","SP","PRB",327,"3215-5327","dep.antoniobulhoes@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"42",0.256901767528477,0.0201265658289905,"Antonio Carlos Mendes Thame","psdb","SP",73584,"Suplente",519,5830802,"ANTONIO CARLOS DE MENDES THAME","ANTONIO CARLOS MENDES THAME","http://www.camara.gov.br/internet/deputado/bandep/73584.jpg","masculino","SP","PSDB",915,"3215-5915","dep.antoniocarlosmendesthame@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","psdb","não assinaram",FALSE
"43",0.586533443167921,-0.0111495690275511,"Antonio Imbassahy","psdb","BA",160530,"Titular",191,5830702,"ANTONIO JOSÉ IMBASSAHY DA SILVA","ANTONIO IMBASSAHY","http://www.camara.gov.br/internet/deputado/bandep/160530.jpg","masculino","BA","PSDB",810,"3215-5810","dep.antonioimbassahy@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","psdb","não assinaram",FALSE
"44",0.229963873339791,0.147658496638752,"Antônio Jácome","pmn","RN",178950,"Titular",121,5830587,"ANTONIO JACOME DE LIMA JUNIOR","ANTÔNIO JÁCOME","http://www.camara.gov.br/internet/deputado/bandep/178950.jpg","masculino","RN","PMN",230,"3215-5230","dep.antoniojacome@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"45",-0.0888137200593738,-0.0242368779061651,"Ariosto Holanda","s.part.","CE",74103,"Suplente",555,5830847,"FRANCISCO ARIOSTO HOLANDA","ARIOSTO HOLANDA","http://www.camara.gov.br/internet/deputado/bandep/74103.jpg","masculino","CE","PROS",940,"3215-5940","dep.ariostoholanda@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"46",-0.603746395382515,0.237175400645332,"Arlindo Chinaglia","pt","SP",73433,"Titular",336,5830761,"ARLINDO CHIGNALIA JUNIOR","ARLINDO CHINAGLIA","http://www.camara.gov.br/internet/deputado/bandep/73433.jpg","masculino","SP","PT",4,"3215-5966","dep.arlindochinaglia@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","pt","não assinaram",FALSE
"47",0.519703707848561,0.24134980452965,"Arnaldo Faria de Sá","ptb","SP",73434,"Titular",337,5830487,"ARNALDO FARIA DE SÁ","ARNALDO FARIA DE SÁ","http://www.camara.gov.br/internet/deputado/bandep/73434.jpg","masculino","SP","PTB",929,"3215-5929","dep.arnaldofariadesa@camara.gov.br",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"48",0.226341751630089,0.472540210948676,"Arnaldo Jordy","pps","PA",160602,"Titular",18,5830744,"ARNALDO JORDY FIGUEIREDO","ARNALDO JORDY","http://www.camara.gov.br/internet/deputado/bandep/160602.jpg","masculino","PA","PPS",506,"3215-5506","dep.arnaldojordy@camara.gov.br",NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Demais estados","outros","outros",FALSE
"49",-0.204333002231971,-0.327169040161284,"Arnon Bezerra","ptb","CE",74291,"Titular",90,5830664,"JOSÉ ARNON CRUZ BEZERRA DE MENEZES","ARNON BEZERRA","http://www.camara.gov.br/internet/deputado/bandep/74291.jpg","masculino","CE","PTB",413,"3215-5413","dep.arnonbezerra@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"50",-0.106087871603134,-0.35643506052618,"Arthur Lira","pp","AL",160541,"Titular",162,5830321,"ARTHUR CÉSAR PEREIRA DE LIRA","ARTHUR LIRA","http://www.camara.gov.br/internet/deputado/bandep/160541.jpg","masculino","AL","PP",942,"3215-5942","dep.arthurlira@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"51",0.414446138217841,-0.00354794493817525,"Arthur Oliveira Maia","s.part.","BA",160600,"Titular",192,5830788,"ARTHUR DE OLIVEIRA MAIA DA SILVA","ARTHUR OLIVEIRA MAIA","http://www.camara.gov.br/internet/deputado/bandep/160600.jpg","masculino","BA","SD",830,"3215-5830","dep.arthuroliveiramaia@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"52",0.769892821761508,0.0751369270398313,"Arthur Virgílio Bisneto","psdb","AM",178847,"Titular",37,5830441,"ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO","ARTHUR VIRGÍLIO BISNETO","http://www.camara.gov.br/internet/deputado/bandep/178847.jpg","masculino","AM","PSDB",583,"3215-5583","dep.arthurvirgiliobisneto@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","psdb","não assinaram",FALSE
"53",-0.497302501609535,0.13806459415164,"Assis Carvalho","pt","PI",159237,"Titular",111,5830359,"FRANCISCO DE ASSIS CARVALHO GONÇALVES","ASSIS CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/159237.jpg","masculino","PI","PT",909,"3215-5909","dep.assiscarvalho@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Demais estados","pt","não assinaram",FALSE
"54",-0.484478613820753,0.159615570700698,"Assis do Couto","pt","PR",74378,"Titular",443,5830386,"ASSIS MIGUEL DO COUTO","ASSIS DO COUTO","http://www.camara.gov.br/internet/deputado/bandep/74378.jpg","masculino","PR","PT",428,"3215-5428","dep.assisdocouto@camara.gov.br",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"Demais estados","pt","pt",FALSE
"55",-0.115751866936875,-0.348713644844619,"Átila Lins","psd","AM",74090,"Titular",38,5830571,"ÁTILA SIDNEY LINS ALBUQUERQUE","ÁTILA LINS","http://www.camara.gov.br/internet/deputado/bandep/74090.jpg","masculino","AM","PSD",730,"3215-5730","dep.atilalins@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"56",-0.0618654490966745,0.0462656486786824,"Átila Lira","psb","PI",74459,"Titular",109,5830530,"ÁTILA FREITAS LIRA","ÁTILA LIRA","http://www.camara.gov.br/internet/deputado/bandep/74459.jpg","masculino","PI","PSB",640,"3215-5640","dep.atilalira@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"57",0.637372525258901,0.484009963610865,"Augusto Carvalho","s.part.","DF",73655,"Titular",411,5830433,"AUGUSTO SILVEIRA DE CARVALHO","AUGUSTO CARVALHO","http://www.camara.gov.br/internet/deputado/bandep/73655.jpg","masculino","DF","SD",215,"3215-5215","dep.augustocarvalho@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Demais estados","outros","não assinaram",FALSE
"58",0.649690689104083,0.0182114162905162,"Augusto Coutinho","s.part.","PE",160665,"Suplente",528,5830811,"AUGUSTO RODRIGUES COUTINHO DE MELO","AUGUSTO COUTINHO ","http://www.camara.gov.br/internet/deputado/bandep/160665.jpg","masculino","PE","SD",373,"3215-5373","dep.augustocoutinho@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"59",0.549021055867721,0.0846834080979836,"Aureo","solidaried","RJ",160512,"Titular",290,5830465,"AUREO LIDIO MOREIRA RIBEIRO","AUREO","http://www.camara.gov.br/internet/deputado/bandep/160512.jpg","masculino","RJ","SD",212,"3215-5212","dep.aureo@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"60",-0.480539633361995,0.215475890990799,"Bacelar","ptn","BA",69871,"Titular",184,5830536,"JOAO CARLOS BACELAR BATISTA","BACELAR","http://www.camara.gov.br/internet/deputado/bandep/69871.jpg","masculino","BA","PTN",381,"3215-5381","dep.bacelar@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
"61",-0.122835839261634,-0.302674254176618,"Baleia Rossi","pmdb","SP",178975,"Titular",342,5830607,"LUIZ FELIPE BALEIA TENUTO ROSSI","BALEIA ROSSI","http://www.camara.gov.br/internet/deputado/bandep/178975.jpg","masculino","SP","PMDB",829,"3215-5829","dep.baleiarossi@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Demais estados","pmdb","não assinaram",FALSE
"62",0.0539649394518526,0.429323632045633,"Bebeto","psb","BA",178834,"Titular",185,5830613,"ADALBERTO SOUZA GALVÃO","BEBETO","http://www.camara.gov.br/internet/deputado/bandep/178834.jpg","masculino","BA","PSB",541,"3215-5541","dep.bebeto@camara.gov.br",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Demais estados","outros","não assinaram",FALSE
