"X";"Dim.1";"Dim.2";"nome";"partido";"uf";"id_dep";"condicao";"matricula";"idParlamentar";"nomeParlamentar";"urlFoto";"sexo";"gabinete";"fone";"email";"destaque";"destaque_ministros";"destaque_conselho_etica";"destaque_bancada_bala";"destaque_cabeca";"destaque_bancada_humanista";"destaque_bancada_evangelica";"destaque_bancada_ruralista";"destaque_bancada_sindical";"destaque_cassacao";"destaque_partido";"destaque_conselho_etica_partido";"not_afinidade";"afinidade"
16;"0,299758163553266";"-0,123409073668066";"Alceu Moreira";"pmdb";"RS";160559;"Titular";486;5830689;"ALCEU MOREIRA";"http://www.camara.gov.br/internet/deputado/bandep/160559.jpg";"masculino";238;"3215-5238";"dep.alceumoreira@camara.gov.br";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"pmdb";"não participam";"191945,146829, 74856,192120,191923";"160559, 74752,136811, 74163, 73483"
17;"-0,53575751917737";"0,580393798378746";"Alessandro Molon";"rede";"RJ";160511;"Titular";287;5830329;"ALESSANDRO MOLON";"http://www.camara.gov.br/internet/deputado/bandep/160511.jpg";"masculino";652;"3215-5652";"dep.alessandromolon@camara.gov.br";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"outros";"não participam";"180545,192120,191923, 73447, 93472";"160511, 74041,178890, 73482,178837"
18;"-0,0738865949760223";"-0,15947201397373";"Alex Canziani";"ptb";"PR";73458;"Titular";445;5830426;"ALEX CANZIANI";"http://www.camara.gov.br/internet/deputado/bandep/73458.jpg";"masculino";842;"3215-5842";"dep.alexcanziani@camara.gov.br";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 74862,160672, 74171, 73531,178932";" 73458,141458, 74383,141401, 73788"
19;"0,617338214694316";"0,305080558865692";"Alex Manente";"pps";"SP";178972;"Titular";331;5830591;"ALEX MANENTE";"http://www.camara.gov.br/internet/deputado/bandep/178972.jpg";"masculino";245;"3215-5245";"dep.alexmanente@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 73447,141445, 74103,192120,191923";"178972,178880,164360,178997, 73466"
20;"0,412107412265188";"0,0275171623298818";"Alexandre Baldy";"psdb";"GO";178875;"Titular";416;5830373;"ALEXANDRE BALDY";"http://www.camara.gov.br/internet/deputado/bandep/178875.jpg";"masculino";441;"3215-5441";"dep.alexandrebaldy@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"psdb";"não participam";" 74041, 74398, 74688, 74060,171619";"178875,178956,178844,178976, 74277"
21;"0,602666649596086";"-0,0189933711989383";"Alexandre Leite";"dem";"SP";160545;"Titular";334;5830381;"ALEXANDRE LEITE";"http://www.camara.gov.br/internet/deputado/bandep/160545.jpg";"masculino";841;"3215-5841";"dep.alexandreleite@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 73447,141445, 74103,192120,191945";"160545,178891, 73579,160633, 74352"
22;"0,289987817134833";"0,0208610908474082";"Alexandre Serfiotis";"psd";"RJ";178833;"Titular";284;5830747;"ALEXANDRE SERFIOTIS";"http://www.camara.gov.br/internet/deputado/bandep/178833.jpg";"masculino";554;"3215-5554";"dep.alexandreserfiotis@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"outros";"não participam";" 74103, 73447,192120,191684,141445";"178833,178947,178963,160571, 74752"
23;"-0,205798586404125";"-0,131013516271772";"Alexandre Valle";"prp";"RJ";178936;"Titular";285;5830436;"ALEXANDRE VALLE";"http://www.camara.gov.br/internet/deputado/bandep/178936.jpg";"masculino";587;"3215-5587";"dep.alexandrevalle@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 74399, 80920, 73926,180545,191945";"178936,178802,178985,178993,178929"
24;"0,438922345559954";"-0,0781773592880615";"Alfredo Kaefer";"psdb";"PR";141454;"Titular";451;5830645;"ALFREDO KAEFER";"http://www.camara.gov.br/internet/deputado/bandep/141454.jpg";"masculino";818;"3215-5818";"dep.alfredokaefer@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"psdb";"não participam";" 74057, 74060,141440, 74041,178890";"141454, 73535,160567, 74352, 74216"
25;"-0,288910166818304";"-0,0976671664560936";"Alfredo Nascimento";"pr";"AM";178846;"Titular";36;5830771;"ALFREDO NASCIMENTO";"http://www.camara.gov.br/internet/deputado/bandep/178846.jpg";"masculino";401;"3215-5401";"dep.alfredonascimento@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 74399, 73926, 73466, 80920,164359";"178846,178985,114941,178983,178902"
26;"-0,612994373567392";"0,556383521006146";"Alice Portugal";"pcdob";"BA";74057;"Titular";180;5830470;"ALICE PORTUGAL";"http://www.camara.gov.br/internet/deputado/bandep/74057.jpg";"feminino";420;"3215-5420";"dep.aliceportugal@camara.gov.br";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;"outros";"não participam";"180545, 93472, 74262,160532,160570";" 74057, 74060,141440,101309, 74041"
27;"-0,210905877379191";"0,597331897275539";"Aliel Machado";"rede";"PR";178927;"Titular";441;5830336;"ALIEL MACHADO";"http://www.camara.gov.br/internet/deputado/bandep/178927.jpg";"masculino";480;"3215-5480";"dep.alielmachado@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 73447, 74103,141445,191945,191923";"178927,178965,160511,101309,178987"
28;"-0,203484290540036";"-0,242036129543413";"Altineu Côrtes";"pr";"RJ";178937;"Titular";286;5830582;"ALTINEU CÔRTES";"http://www.camara.gov.br/internet/deputado/bandep/178937.jpg";"masculino";578;"3215-5578";"dep.altineucortes@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"outros";"não participam";" 73466,178938,160758,160639,160621";"178937,178985,178940,178955,178944"
29;"-0,416743627825582";"-0,141527390468071";"Aluisio Mendes";"pmb";"MA";178881;"Titular";68;5830565;"ALUISIO MENDES";"http://www.camara.gov.br/internet/deputado/bandep/178881.jpg";"masculino";931;"3215-5931";"dep.aluisiomendes@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"160758, 74856,166401, 73805,160602";"178881,178985,178945,178983,178802"
30;"-0,610621221064725";"0,304580744245842";"Ana Perugini";"pt";"SP";178973;"Titular";332;5830779;"ANA PERUGINI";"http://www.camara.gov.br/internet/deputado/bandep/178973.jpg";"feminino";436;"3215-5436";"dep.anaperugini@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;"pt";"não participam";" 74399,160665, 73674,160532, 92346";"178973,178837,178890,178986,132504"
31;"-0,228618781134497";"-0,262549165532723";"Anderson Ferreira";"pr";"PE";160551;"Titular";142;5830422;"ANDERSON FERREIRA";"http://www.camara.gov.br/internet/deputado/bandep/160551.jpg";"masculino";450;"3215-5450";"dep.andersonferreira@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"outros";"não participam";"178938, 74784,190149,131943, 74399";"160551,178955,178985, 74787, 74317"
32;"-0,364288650267703";"-0,169356581947277";"André Abdon";"prb";"AP";178831;"Titular";9;5830650;"ANDRÉ ABDON";"http://www.camara.gov.br/internet/deputado/bandep/178831.jpg";"masculino";831;"3215-5831";"dep.andreabdon@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;"outros";"não participam";" 74399,180545, 74856, 73447,192120";"178831,178985,178829,152610,178893"
33;"-0,187344247303912";"0,0917546064113148";"André Figueiredo";"pdt";"CE";133439;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;"outros";"não participam";"178938,141445, 73447, 74103,191923";"133439,160598, 74460,167493, 73481"
34;"-0,121440622008381";"-0,316034142980686";"André Fufuca";"pen";"MA";178882;"Titular";72;5830768;"ANDRÉ FUFUCA";"http://www.camara.gov.br/internet/deputado/bandep/178882.jpg";"masculino";945;"3215-5945";"dep.andrefufuca@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 73447, 74784,141445, 74103,192120";"178882,178952,178993,178850,141529"
35;"0,0847863550967966";"-0,148637314247344";"Andre Moura";"psc";"SE";160543;"Titular";174;5830799;"ANDRE MOURA";"http://www.camara.gov.br/internet/deputado/bandep/160543.jpg";"masculino";846;"3215-5846";"dep.andremoura@camara.gov.br";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"178887,137853,178873,178890,178970";"160543,141558,160601, 74383, 74050"
36;"-0,651255985392621";"0,20390880678407";"Andres Sanchez";"pt";"SP";178974;"Titular";341;5830481;"ANDRES SANCHEZ";"http://www.camara.gov.br/internet/deputado/bandep/178974.jpg";"masculino";939;"3215-5939";"dep.andressanchez@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"pt";"não participam";"180545, 74399, 74262, 93472,160532";"178974,132504,141335,178986,178873"
37;"-0,654764287179214";"0,339717240342943";"Angelim";"pt";"AC";178837;"Titular";52;5830541;"ANGELIM";"http://www.camara.gov.br/internet/deputado/bandep/178837.jpg";"masculino";543;"3215-5543";"dep.angelim@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;"pt";"não participam";"180545, 74399, 93472,160532, 74262";"178837,178986,178873,178890,132504"
38;"-0,153492987170366";"-0,233158620572858";"Aníbal Gomes";"pmdb";"CE";74212;"Titular";87;5830497;"ANÍBAL GOMES";"http://www.camara.gov.br/internet/deputado/bandep/74212.jpg";"masculino";731;"3215-5731";"dep.anibalgomes@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"pmdb";"não participam";"178938,134812, 73531, 73655, 74171";" 74212,178851, 74383,133439, 74213"
39;"-0,140644396177408";"-0,09517633642545";"Antonio Balhmann";"pros";"CE";74213;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 73655, 73434,152605,178978,160649";" 74213,146829, 74383,180545,160612"
40;"-0,109519170819257";"-0,173311256135828";"Antonio Brito";"ptb";"BA";160553;"Titular";189;5830609;"ANTONIO BRITO";"http://www.camara.gov.br/internet/deputado/bandep/160553.jpg";"masculino";479;"3215-5479";"dep.antoniobrito@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"146829,190149,191684,180545, 74856";"160553,160976,178985,178993,141405"
41;"-0,369536789846196";"-0,21112855015862";"Antonio Bulhões";"prb";"SP";141383;"Titular";333;5830625;"ANTONIO BULHÕES";"http://www.camara.gov.br/internet/deputado/bandep/141383.jpg";"masculino";327;"3215-5327";"dep.antoniobulhoes@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"outros";"não participam";"180545,192120, 74856,191684,191945";"141383,152610,141555,150418,178945"
42;"0,251193548235792";"0,0181181023620616";"Antonio Carlos Mendes Thame";"psdb";"SP";73584;"Suplente";519;5830802;"ANTONIO CARLOS MENDES THAME";"http://www.camara.gov.br/internet/deputado/bandep/73584.jpg";"masculino";915;"3215-5915";"dep.antoniocarlosmendesthame@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"psdb";"não participam";"132504,178890,160538,178970, 74060";" 73584, 74650,141553,160589, 74570"
43;"0,583386125577125";"-0,00930775275618142";"Antonio Imbassahy";"psdb";"BA";160530;"Titular";191;5830702;"ANTONIO IMBASSAHY";"http://www.camara.gov.br/internet/deputado/bandep/160530.jpg";"masculino";810;"3215-5810";"dep.antonioimbassahy@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"psdb";"não participam";"159237, 74041,178902,178890, 74060";"160530,178976,  4931, 74352,164359"
44;"0,220935244355206";"0,142443043872073";"Antônio Jácome";"pmn";"RN";178950;"Titular";121;5830587;"ANTÔNIO JÁCOME";"http://www.camara.gov.br/internet/deputado/bandep/178950.jpg";"masculino";230;"3215-5230";"dep.antoniojacome@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;"outros";"não participam";"146829, 74103, 74213, 73447,191945";"178950,160561,178842,122466,163321"
45;"-0,598180929882541";"0,232888142433967";"Arlindo Chinaglia";"pt";"SP";73433;"Titular";336;5830761;"ARLINDO CHINAGLIA";"http://www.camara.gov.br/internet/deputado/bandep/73433.jpg";"masculino";4;"3215-5966";"dep.arlindochinaglia@camara.gov.br";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;"pt";"não participam";"164359,180545,178856,160665,160532";" 73433,141335,132504,160508,178837"
46;"0,563696074940208";"0,263799470547335";"Arnaldo Faria de Sá";"ptb";"SP";73434;"Titular";337;5830487;"ARNALDO FARIA DE SÁ";"http://www.camara.gov.br/internet/deputado/bandep/73434.jpg";"masculino";929;"3215-5929";"dep.arnaldofariadesa@camara.gov.br";FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"outros";"146829,192120,191945, 74856,141445";" 73434, 74163, 74847, 92346, 74457"
47;"0,229507423267238";"0,468796625875866";"Arnaldo Jordy";"pps";"PA";160602;"Titular";18;5830744;"ARNALDO JORDY";"http://www.camara.gov.br/internet/deputado/bandep/160602.jpg";"masculino";506;"3215-5506";"dep.arnaldojordy@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;"outros";"não participam";"141483,178881,141478, 73424,166402";"160602,164360, 73466,160621,178880"
48;"-0,203337139022789";"-0,323399666865823";"Arnon Bezerra";"ptb";"CE";74291;"Titular";90;5830664;"ARNON BEZERRA";"http://www.camara.gov.br/internet/deputado/bandep/74291.jpg";"masculino";413;"3215-5413";"dep.arnonbezerra@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"160672, 74784, 73926, 74171, 74048";" 74291,141485,160572,178983,141529"
49;"-0,104710668708251";"-0,350734621024384";"Arthur Lira";"pp";"AL";160541;"Titular";162;5830321;"ARTHUR LIRA";"http://www.camara.gov.br/internet/deputado/bandep/160541.jpg";"masculino";942;"3215-5942";"dep.arthurlira@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";"178938,191684, 74856,160672,134812";"160541, 74812, 73568,178952,178993"
50;"0,404734362023565";"-0,00567893155453404";"Arthur Oliveira Maia";"solidaried";"BA";160600;"Titular";192;5830788;"ARTHUR OLIVEIRA MAIA";"http://www.camara.gov.br/internet/deputado/bandep/160600.jpg";"masculino";830;"3215-5830";"dep.arthuroliveiramaia@camara.gov.br";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 74041,178986,178890,141488,160508";"160600,141516,160512,160565,141518"
51;"0,763153999320606";"0,0750098184301277";"Arthur Virgílio Bisneto";"psdb";"AM";178847;"Titular";37;5830441;"ARTHUR VIRGÍLIO BISNETO";"http://www.camara.gov.br/internet/deputado/bandep/178847.jpg";"masculino";583;"3215-5583";"dep.arthurvirgiliobisneto@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"psdb";"não participam";" 73447, 74103,141445,191945,191923";"178847, 74352,178876,178916,178990"
52;"-0,494157056801061";"0,135954847028408";"Assis Carvalho";"pt";"PI";159237;"Titular";111;5830359;"ASSIS CARVALHO";"http://www.camara.gov.br/internet/deputado/bandep/159237.jpg";"masculino";909;"3215-5909";"dep.assiscarvalho@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;"pt";"não participam";" 74399, 92346, 74847,160665,178877";"159237,178902, 74376,141398,141335"
53;"-0,48117045124611";"0,156000596882178";"Assis do Couto";"pt";"PR";74378;"Titular";443;5830386;"ASSIS DO COUTO";"http://www.camara.gov.br/internet/deputado/bandep/74378.jpg";"masculino";428;"3215-5428";"dep.assisdocouto@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;"pt";"não participam";"180545, 93472, 74262, 74399, 74553";" 74378,160630,141335,132504,178974"
54;"-0,117334127235332";"-0,34524839597545";"Átila Lins";"psd";"AM";74090;"Titular";38;5830571;"ÁTILA LINS";"http://www.camara.gov.br/internet/deputado/bandep/74090.jpg";"masculino";730;"3215-5730";"dep.atilalins@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 74784,191684,190149,178932,180545";" 74090, 74812,178952, 73768,141529"
55;"-0,0664112956365855";"0,042102345248339";"Átila Lira";"psb";"PI";74459;"Titular";109;5830530;"ÁTILA LIRA";"http://www.camara.gov.br/internet/deputado/bandep/74459.jpg";"masculino";640;"3215-5640";"dep.atilalira@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";"191945,191923,191684,192120, 74103";" 74459,178898,178982,160517, 73714"
56;"0,638477720472724";"0,483568392729593";"Augusto Carvalho";"solidaried";"DF";73655;"Titular";411;5830433;"AUGUSTO CARVALHO";"http://www.camara.gov.br/internet/deputado/bandep/73655.jpg";"masculino";215;"3215-5215";"dep.augustocarvalho@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;"outros";"não participam";"146829, 73447, 74103,141445,191945";" 73655,178978,178932,178916,178879"
57;"0,643549618739681";"0,0190458564730968";"Augusto Coutinho";"solidaried";"PE";160665;"Suplente";528;5830811;"AUGUSTO COUTINHO ";"http://www.camara.gov.br/internet/deputado/bandep/160665.jpg";"masculino";373;"3215-5373";"dep.augustocoutinho@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"178902,178986,192120, 74161,178973";"160665, 74352, 74163, 74040,178879"
58;"0,544192490017358";"0,0850978481379556";"Aureo";"solidaried";"RJ";160512;"Titular";290;5830465;"AUREO";"http://www.camara.gov.br/internet/deputado/bandep/160512.jpg";"masculino";212;"3215-5212";"dep.aureo@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;"outros";"não participam";" 73447,192120,191945,191923,141445";"160512, 74163, 74040,178879, 74352"
59;"-0,476969097732017";"0,211144515015785";"Bacelar";"ptn";"BA";69871;"Titular";184;5830536;"BACELAR";"http://www.camara.gov.br/internet/deputado/bandep/69871.jpg";"masculino";381;"3215-5381";"dep.bacelar@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"180545, 74399, 93472,151208,160532";" 69871,132504,178837,178970,178986"
60;"-0,124731534942709";"-0,299435128891201";"Baleia Rossi";"pmdb";"SP";178975;"Titular";342;5830607;"BALEIA ROSSI";"http://www.camara.gov.br/internet/deputado/bandep/178975.jpg";"masculino";829;"3215-5829";"dep.baleiarossi@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"pmdb";"não participam";" 80920,192120, 74103, 74856,191945";"178975,178993,178870,178952,178850"
