codProposicao,dataVotacao,nomeProposicao
944494,19/05/2015,MPV 668/2015
944494,19/05/2015,MPV 668/2015
944494,19/05/2015,MPV 668/2015
944494,20/05/2015,MPV 668/2015
944494,20/05/2015,MPV 668/2015
944494,20/05/2015,MPV 668/2015
944494,20/05/2015,MPV 668/2015
944494,20/05/2015,MPV 668/2015
944494,20/05/2015,MPV 668/2015
944494,20/05/2015,MPV 668/2015
946620,16/04/2015,PLP 13/2015
947630,26/02/2015,REQ 567/2015
949149,12/03/2015,PRC 11/2015
955528,04/03/2015,REQ 739/2015 => PL 6361/2013
961716,04/03/2015,REQ 784/2015
962435,05/03/2015,REQ 796/2015 => PL 2177/2011
994612,13/08/2015,PLP 25/2015
996537,24/03/2015,REQ 894/2015 => PL 623/2015
996553,17/06/2015,MPV 670/2015
996553,17/06/2015,MPV 670/2015
996553,17/06/2015,MPV 670/2015
1049075,24/03/2015,REQ 1030/2015 => PL 644/2015
1049167,25/08/2015,REQ 1041/2015 => PL 6232/2013
1049380,26/03/2015,PL 846/2015
1050558,07/07/2015,MPV 671/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050643,25/06/2015,PL 863/2015
1050788,24/03/2015,PLP 37/2015
1050788,30/06/2015,PLP 37/2015
1050795,24/03/2015,REQ 1108/2015 => PLP 34/2015
1050835,24/03/2015,REQ 1117/2015 => PL 8122/2014
1050836,24/03/2015,REQ 1118/2015 => PL 7885/2014
1050840,24/03/2015,REQ 1121/2015 => PL 7224/2006
1050845,26/03/2015,REQ 1125/2015 => PL 6701/2013
1050847,25/08/2015,REQ 1126/2015 => PL 3111/2012
1050852,30/03/2015,REQ 1129/2015 => PL 5773/2013
1150196,24/06/2015,MPV 672/2015
1150196,24/06/2015,MPV 672/2015
1150196,24/06/2015,MPV 672/2015
1150196,24/06/2015,MPV 672/2015
1150196,24/06/2015,MPV 672/2015
1150196,24/06/2015,MPV 672/2015
1150196,24/06/2015,MPV 672/2015
1155251,26/02/2015,REQ 567/2015 CPIPETRO
1194736,06/10/2015,REQ 1219/2015 => PL 6726/2013
1228455,20/08/2015,PDC 57/2015
1228455,08/09/2015,PDC 57/2015
1228940,30/06/2015,REQ 1681/2015 => PL 1358/2015
1243807,04/03/2015,REQ 739/2015 CPIPETRO
1279911,04/03/2015,REQ 784/2015 CPIPETRO
1280621,03/09/2015,MPV 675/2015 
1280721,05/03/2015,REQ 796/2015 CPIPETRO
1301437,10/09/2015,REQ 2027/2015 => PDC 1408/2013
1306690,10/09/2015,REQ 2118/2015 => PL 1780/2015
1504953,30/09/2015,MPV 676/2015
1504953,30/09/2015,MPV 676/2015
1514014,12/08/2015,PL 2016/2015
1514136,04/08/2015,PL 2020/2015
1514282,24/03/2015,REQ 894/2015 CPIPETRO
1515648,07/10/2015,MPV 678/2015 
1515648,08/10/2015,MPV 678/2015 
1515648,08/10/2015,MPV 678/2015 
1515648,08/10/2015,MPV 678/2015 
1515648,13/10/2015,MPV 678/2015 
1515649,17/09/2015,MPV 679/2015 
1526944,17/11/2015,PEC 74/2015
1526944,15/12/2015,PEC 74/2015
1526944,15/12/2015,PEC 74/2015
1554118,25/08/2015,REQ 2409/2015 => PL 5230/2013
1555340,23/09/2015,PLP 124/2015
1555340,23/09/2015,PLP 124/2015
1570705,18/08/2015,REC 49/2015 => PL 8170/2014
1570898,15/09/2015,MPV 681/2015 
1570899,21/10/2015,MPV 682/2015 
1579302,17/09/2015,REQ 2507/2015 => PLP 124/2015
1594437,03/11/2015,MPV 685/2015
1594437,03/11/2015,MPV 685/2015
1594437,03/11/2015,MPV 685/2015
1594437,03/11/2015,MPV 685/2015
1594437,17/11/2015,MPV 685/2015
1594497,02/12/2015,PLN 5/2015 CN
1594497,02/12/2015,PLN 5/2015 CN
1671673,27/10/2015,MPV 687/2015 
1671673,27/10/2015,MPV 687/2015 
1671859,25/08/2015,REQ 2727/2015 => PL 8170/2014
1672013,02/09/2015,REQ 2738/2015 => PL 2455/2015
1672065,10/11/2015,MPV 688/2015 
1672065,10/11/2015,MPV 688/2015 
1672065,10/11/2015,MPV 688/2015 
1672065,10/11/2015,MPV 688/2015 
1672065,10/11/2015,MPV 688/2015 
1672065,10/11/2015,MPV 688/2015 
1672259,24/03/2015,REQ 1030/2015 CPIPETRO => RCP 3/2015
1673072,25/08/2015,REQ 1041/2015 CPIPETRO
1673126,22/10/2015,PL 2750/2015
1700884,24/11/2015,MPV 691/2015 
1700884,24/11/2015,MPV 691/2015 
1700884,24/11/2015,MPV 691/2015 
1700884,24/11/2015,MPV 691/2015 
1700884,24/11/2015,MPV 691/2015 
1712864,16/09/2015,REQ 2971/2015 => PL 4059/2012
1715687,28/10/2015,PL 2960/2015
1715687,04/11/2015,PL 2960/2015
1715687,04/11/2015,PL 2960/2015
1715687,11/11/2015,PL 2960/2015
1715687,11/11/2015,PL 2960/2015
1715687,11/11/2015,PL 2960/2015
1715687,11/11/2015,PL 2960/2015
1734344,22/09/2015,REQ 3048/2015 => PL 6401/2009
1734841,24/03/2015,REQ 1108/2015 CPIPETRO => RCP 3/2015
1744988,29/09/2015,REQ 3101/2015 => PL 2430/2003
1786206,30/09/2015,REQ 3117/2015 => PL 3075/2015
1805441,24/03/2015,REQ 1117/2015 CPIPETRO
1805529,24/03/2015,REQ 1118/2015 CPIPETRO
1805865,24/03/2015,REQ 1121/2015 CPIPETRO
1805871,26/03/2015,REQ 1125/2015 CPIPETRO
1805872,25/08/2015,REQ 1126/2015 CPIPETRO
1806117,30/03/2015,REQ 1129/2015 CPIPETRO
