id_dep,nome,partido,uf,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Maioridade 1,Maioridade 2,Pensão, Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Transgênico,Voto Facultativo,Voto impresso
160613,Sibá Machado,pt,AC,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178934,Toninho Wandscheer,pt,PR,sim,sim,não,não,não,não,não votou,sim,sim,sim,sim,não,não votou,não,não votou
160610,Valmir Assunção,pt,BA,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
113247,Valmir Prascidelli,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,não votou
74376,Vander Loubet,pt,MS,sim,não votou,não,não,não,não,não votou,sim,sim,sim,sim,não,não votou,não,não votou
160622,Vicente Candido,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,não votou
74283,Vicentinho,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
189593,Wadih Damous,pt,RJ,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não votou,não votou,não,sim
160569,Waldenor Pereira,pt,BA,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
160518,Weliton Prado,pt,MG,abstenção,abstenção,abstenção,abstenção,abstenção,sim,sim,não,abstenção,não,abstenção,não,não,abstenção,abstenção
160592,Zeca Dirceu,pt,PR,não,sim,não,não,não,não,não,sim,não,sim,sim,não,não,não,sim
178902,Zeca do Pt,pt,MS,sim,não votou,não,não,não,não votou,não votou,sim,sim,sim,sim,não,não,não,não votou
178889,Zé Carlos,pt,MA,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim
73931,Zé Geraldo,pt,PA,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178914,Adalberto Cavalcanti,ptb,PE,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,sim,não votou,não votou,sim,sim
178968,Adelson Barreto,ptb,SE,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,sim,sim
73458,Alex Canziani,ptb,PR,não,sim,não,sim,sim,não,não,sim,não,sim,não,sim,sim,não votou,sim
160553,Antonio Brito,ptb,BA,sim,abstenção,sim,sim,sim,não,não,não,sim,abstenção,não,sim,sim,não,sim
73434,Arnaldo Faria de Sá,ptb,SP,não,sim,sim,sim,sim,sim,sim,não,sim,não,não,não,sim,sim,sim
74291,Arnon Bezerra,ptb,CE,não votou,não votou,sim,sim,sim,sim,não,sim,não,sim,não votou,sim,sim,não votou,sim
74535,Benito Gama,ptb,BA,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não votou,não,sim
93472,Cristiane Brasil,ptb,RJ,não votou,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,não votou,sim,não votou,não votou
74172,Deley,ptb,RJ,não votou,sim,sim,sim,sim,não,não votou,não,sim,não,não votou,não,não,não votou,sim
160640,Eros Biondini,ptb,MG,sim,sim,sim,sim,sim,não,sim,não,sim,não,sim,não,sim,não,sim
160572,Jorge Côrte Real,ptb,PE,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
74351,Josué Bengtson,ptb,PA,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim
73666,Jovair Arantes,ptb,GO,sim,abstenção,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,não,sim
178851,Jozi Rocha,ptb,AP,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141485,Luiz Carlos Busato,ptb,RS,não votou,sim,sim,sim,sim,não,não,sim,sim,sim,não votou,sim,não votou,não votou,não votou
73553,Nelson Marquezelli,ptb,SP,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim
74359,Nilton Capixaba,ptb,RO,sim,sim,não votou,não votou,não votou,sim,sim,sim,não votou,não,sim,sim,não votou,não,sim
74319,Paes Landim,ptb,PI,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não,sim
74449,Pedro Fernandes,ptb,MA,não,não,não,sim,sim,não,não,sim,sim,sim,não,não,sim,sim,sim
178920,Ricardo Teobaldo,ptb,PE,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou
163321,Ronaldo Nogueira,ptb,RS,não votou,não,não,sim,sim,sim,sim,não,sim,não,não,não,não,não,sim
141542,Sérgio Moraes,ptb,RS,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,sim,não,sim
160631,Walney Rocha,ptb,RJ,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
160636,Wilson Filho,ptb,PB,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,sim,não,sim,sim
178923,Zeca Cavalcanti,ptb,PE,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não votou
178999,Brunny,ptc,MG,não,sim,não,não votou,não,sim,sim,sim,não votou,sim,não,não,não,não,sim
178863,Uldurico Junior,ptc,BA,sim,não votou,não,sim,não,não,não,sim,sim,não,não,não,não,não,não votou
160510,Luis Tibé,ptdob,MG,não,sim,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,não,sim
186775,Pastor Franklin,ptdob,MG,não,não,não,sim,não,sim,sim,sim,sim,não,sim,sim,sim,não,não votou
69871,Bacelar,ptn,BA,não,não,não,sim,não,não,não,sim,sim,sim,não,não,sim,não,sim
178928,Christiane de Souza Yared,ptn,PR,não,sim,não,não,não,não,não,não,sim,não,não,não,sim,não,sim
178893,Delegado Edson Moreira,ptn,MG,não,não,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim
178989,Renata Abreu,ptn,SP,não,sim,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,não,não votou
178830,Dr. Sinval Malheiros,pv,SP,não votou,sim,não,sim,não,não,sim,não,sim,não,não votou,não votou,não,não votou,sim
178871,Evair de Melo,pv,ES,sim,sim,não,não,sim,não,sim,sim,sim,não,sim,sim,sim,sim,sim
178828,Evandro Gussi,pv,SP,não,não votou,sim,sim,sim,não,não,não,sim,não,sim,sim,não,não,sim
141427,Fábio Ramalho,pv,MG,sim,não votou,sim,sim,sim,não,não,não votou,sim,sim,sim,sim,não,não,sim
178832,Leandre,pv,PR,sim,sim,não,não,não,sim,sim,não,sim,não,sim,sim,não,sim,sim
80920,Penna,pv,SP,não,sim,não,sim,não,sim,não,não votou,sim,não votou,sim,não votou,não votou,sim,sim
74210,Sarney Filho,pv,MA,sim,sim,não,sim,não,não,não,sim,não votou,sim,sim,não votou,não,sim,não votou
178888,Victor Mendes,pv,MA,não,sim,sim,sim,não,não votou,não votou,sim,sim,sim,sim,sim,não,não,sim
141563,William Woo,pv,SP,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não,não votou,sim,não,não votou,não votou
160600,Arthur Oliveira Maia,solidaried,BA,não votou,abstenção,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,não votou,não votou,sim
73655,Augusto Carvalho,solidaried,DF,sim,sim,sim,sim,não,não,não,não,sim,não,sim,sim,não,sim,sim
160665,Augusto Coutinho,solidaried,PE,não votou,não,não,sim,sim,sim,sim,não,não,não,não votou,sim,sim,não votou,sim
160512,Aureo,solidaried,RJ,não votou,sim,não,sim,sim,não,não,não,sim,não,não votou,sim,não votou,não votou,sim
74040,Benjamin Maranhão,solidaried,PB,não votou,abstenção,não,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,não votou,sim
74163,Carlos Manato,solidaried,ES,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
181316,Elizeu Dionizio,solidaried,MS,sim,sim,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178953,Expedito Netto,solidaried,RO,sim,não votou,não,sim,sim,não,sim,não,sim,não votou,sim,sim,sim,não,não votou
178941,Ezequiel Teixeira,solidaried,RJ,não,abstenção,abstenção,sim,sim,sim,sim,não,sim,não votou,sim,sim,sim,sim,sim
160646,Fernando Francischini,solidaried,PR,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,sim,não votou,não votou,não,sim
160669,Genecias Noronha,solidaried,CE,sim,não votou,sim,sim,sim,sim,não votou,não,sim,não,sim,sim,não votou,não,não votou
178842,JHC,solidaried,AL,sim,sim,não,não,não,não,sim,não,sim,não,não,não votou,sim,sim,sim
151965,José Maia Filho,solidaried,PI,sim,sim,sim,sim,sim,não,não,não votou,sim,não votou,sim,não votou,não votou,não votou,sim
151208,Laercio Oliveira,solidaried,SE,não votou,sim,sim,não votou,sim,sim,não votou,não,sim,não,não votou,sim,sim,não votou,sim
178879,Lucas Vergilio,solidaried,GO,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim
141518,Paulo Pereira da Silva,solidaried,SP,sim,abstenção,sim,não votou,sim,sim,sim,não,não votou,não,sim,sim,sim,sim,sim
160632,Zé Silva,solidaried,MG,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178938,Cabo Daciolo,s.part.,RJ,não,não votou,não votou,não,não votou,não,não,não votou,sim,não votou,não,não votou,não votou,sim,não votou
