id_dep;nome;deputado;partido;UF;tema_1;tema_2;tema_3;tema_4;tema_5;tema_6;tema_7;tema_8;tema_9;tema_10;tema_11;tema_12;tema_13;tema_14;tema_15;tema_16;tema_17;tema_18;tema_19;IMPEACHMENT
178850;MarcosRotta;Marcos Rotta;pmdb;AM;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;sim;sim;sim;SIM
178943;MarcosSoares;Marcos Soares;pr;RJ;sim;não votou;não votou;sim;sim;sim;não votou;não votou;não votou;não votou;abstenção;sim;não;sim;não;sim;sim;sim;sim;SIM
160536;MarcoTebaldi;Marco Tebaldi;psdb;SC;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;não;sim;não;sim;sim;SIM
159238;MarcusPestana;Marcus Pestana;psdb;MG;sim;sim;não;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;não;não;sim;não;sim;não;SIM
74235;MarcusVicente;Marcus Vicente;pp;ES;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não;não votou;não;sim;não votou;SIM
171619;MargaridaSalomao;Margarida Salomão;pt;MG;abstenção;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
74398;MariadoRosario;Maria do Rosário;pt;RS;não;sim;sim;não votou;não;não;não;não;não;não;não;não;sim;sim;sim;sim;não;sim;não;NAO
64960;MariaHelena;Maria Helena;psb;RR;não;não votou;não votou;sim;não;não;sim;sim;não;não;não;sim;sim;não;não;sim;não;sim;sim;SIM
178956;MarianaCarvalho;Mariana Carvalho;psdb;RO;sim;sim;sim;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;não;não;sim;sim;sim;não;SIM
178919;MarinaldoRosendo;Marinaldo Rosendo;psb;PE;não;não votou;sim;sim;sim;sim;não;não;sim;sim;não votou;sim;sim;sim;não;sim;não;sim;sim;SIM
74177;MarinhaRaupp;Marinha Raupp;pmdb;RO;não votou;não votou;sim;sim;não;não;sim;não;não;não;não votou;sim;sim;sim;não votou;sim;não;sim;sim;SIM
74158;MarioHeringer;Mário Heringer;pdt;MG;sim;não votou;sim;sim;não;não;não votou;não votou;sim;não votou;sim;não votou;sim;não;não;sim;não;sim;sim;SIM
178843;MarxBeltrao;Marx Beltrão;pmdb;AL;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não votou;não;sim;sim;sim;sim;sim;SIM
74050;MauricioQuintellaLessa;Maurício Quintella Lessa;pr;AL;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;não;não votou;sim;abstenção;sim;sim;sim;não;sim;sim;SIM
74749;MauroLopes;Mauro Lopes;pmdb;MG;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;não;sim;sim;não votou;não votou;sim;não votou;SIM
141507;MauroMariani;Mauro Mariani;pmdb;SC;sim;sim;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;não;SIM
124411;MauroPereira;Mauro Pereira;pmdb;RS;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não;sim;não;sim;sim;SIM
178827;MaxFilho;Max Filho;psdb;ES;sim;não votou;não;sim;não;não;não;não;não votou;abstenção;sim;sim;sim;não;não;abstenção;sim;sim;não;SIM
178984;MiguelHaddad;Miguel Haddad;psdb;SP;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;não;não;não;sim;sim;não;SIM
178985;MiguelLombardi;Miguel Lombardi;pr;SP;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;SIM
74787;MiltonMonti;Milton Monti;pr;SP;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não votou;sim;abstenção;sim;sim;sim;não;sim;sim;SIM
74862;MiroTeixeira;Miro Teixeira;pros;RJ;não votou;não;não;sim;não;não;não;não;não;sim;não;sim;sim;não;não;não;sim;sim;não;SIM
74862;MiroTeixeira;Miro Teixeira;rede;RJ;não;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;SIM
178895;MisaelVarella;Misael Varella;dem;MG;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não;não votou;sim;sim;sim;sim;sim;SIM
160561;MissionarioJoseOlimpio;Missionário José Olimpio;pp;SP;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;abstenção;não;não;sim;sim;sim;sim;SIM
178859;MoemaGramacho;Moema Gramacho;pt;BA;não;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;não votou;não;NAO
74457;MoroniTorgan;Moroni Torgan;dem;CE;sim;não;não votou;sim;sim;sim;sim;não;não;sim;sim;sim;sim;não;não;não;sim;sim;não;SIM
178997;MosesRodrigues;Moses Rodrigues;pps;CE;sim;não;sim;sim;sim;sim;não;não;não;sim;sim;sim;sim;não;não;não;sim;sim;não;SIM
160567;NelsonMarchezanJunior;Nelson Marchezan Junior;psdb;RS;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;não;não;não;não;não;sim;não;SIM
73553;NelsonMarquezelli;Nelson Marquezelli;ptb;SP;sim;não;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;não;não;sim;sim;SIM
73781;NelsonMeurer;Nelson Meurer;pp;PR;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;SIM
178896;NewtonCardosoJr;Newton Cardoso Jr;pmdb;MG;sim;sim;não;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;SIM
166401;NilsonLeitao;Nilson Leitão;psdb;MT;sim;não votou;não;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;não votou;não;sim;sim;sim;não votou;SIM
74352;NilsonPinto;Nilson Pinto;psdb;PA;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não;sim;sim;sim;não;SIM
74359;NiltonCapixaba;Nilton Capixaba;ptb;RO;sim;sim;sim;sim;sim;sim;não votou;não votou;sim;não votou;não votou;não votou;sim;sim;não;sim;não;sim;sim;SIM
178986;NiltoTatto;Nilto Tatto;pt;SP;não;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
74752;OdelmoLeao;Odelmo Leão;pp;MG;sim;sim;não;sim;sim;sim;sim;não;sim;sim;sim;sim;não;não;não;sim;não;sim;sim;SIM
178868;OdoricoMonteiro;Odorico Monteiro;pt;CE;sim;sim;não votou;abstção;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;sim;NAO
74399;OnyxLorenzoni;Onyx Lorenzoni;dem;RS;não votou;não votou;não votou;não votou;sim;sim;7 não votou;não votou;sim;não votou;sim;não votou;não;não votou;não;não;sim;sim;não;SIM
178987;OrlandoSilva;Orlando Silva;pcdob;SP;não;não;sim;não;não;não;não;não;não;sim;não;sim;sim;sim;sim;não;não;sim;não;NAO
73463;OsmarSerraglio;Osmar Serraglio;pmdb;PR;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não votou;não votou;sim;não votou;não votou;sim;SIM
73692;OsmarTerra;Osmar Terra;pmdb;RS;não votou;sim;sim;sim;não;não;não votou;não votou;não;não votou;não votou;não votou;sim;sim;sim;não votou;não;sim;sim;SIM
141515;OtavioLeite;Otavio Leite;psdb;RJ;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não;não;não;sim;não;sim;não votou;SIM
160556;PadreJoao;Padre João;pt;MG;não;sim;sim;não;não;não;não;não;não;não;não;sim;sim;não votou;não votou;sim;não;sim;não;NAO
74319;PaesLandim;Paes Landim;ptb;PI;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não votou;sim;sim;não;não;sim;não;NAO
160642;PastorEurico;Pastor Eurico;psb;PE;não votou;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não;sim;não;não;sim;não;sim;sim;SIM
74095;PauderneyAvelino;Pauderney Avelino;dem;AM;não votou;não votou;não votou;não votou;sim;sim;7 sim;sim;sim;sim;sim;sim;abstenção;não;não;não;sim;sim;não;SIM
171617;Paulao;Paulão;pt;AL;abstenção;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
178860;PauloAzi;Paulo Azi;dem;BA;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;não votou;sim;sim;sim;sim;não;SIM
74017;PauloFeijo;Paulo Feijó;pr;RJ;sim;sim;não;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;sim;não;sim;não;sim;não;SIM
160517;PauloFoletto;Paulo Foletto;psb;ES;sim;sim;não;sim;não;sim;não;não;sim;não;sim;sim;sim;não;não;sim;não;sim;sim;SIM
160558;PauloFreire;Paulo Freire;pr;SP;sim;sim;não votou;não votou;sim;sim;sim;não;não votou;não;sim;sim;abstenção;não;não;sim;não;sim;não;SIM
74574;PauloMagalhaes;Paulo Magalhães;psd;BA;sim;sim;sim;sim;não;não;sim;não;não votou;não;sim;sim;não;sim;sim;sim;não;sim;não;NAO
132056;PauloMaluf;Paulo Maluf;pp;SP;não votou;não votou;não votou;sim;sim;sim;sim;não votou;sim;sim;sim;não votou;não votou;sim;sim;sim;não;não votou;não votou;SIM
141518;PauloPereiradaSilva;Paulo Pereira da Silva;solidaried;SP;sim;não votou;não;sim;sim;sim;não votou;sim;sim;sim;sim;não votou;abstenção;não;não;sim;sim;sim;sim;SIM
74400;PauloPimenta;Paulo Pimenta;pt;RS;não;não votou;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
141488;PauloTeixeira;Paulo Teixeira;pt;SP;não;não votou;não votou;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
74812;PedroChaves;Pedro Chaves;pmdb;GO;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;sim;sim;SIM
178912;PedroCunhaLima;Pedro Cunha Lima;psdb;PB;sim;não;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não;não;não;sim;não;SIM
74449;PedroFernandes;Pedro Fernandes;ptb;MA;não votou;não;não;sim;não;não;sim;sim;não;não;sim;sim;não;sim;sim;não;sim;sim;não;NAO
160604;PedroUczai;Pedro Uczai;pt;SC;não;abstção;sim;não;não;não;não;não;não;não;não;sim;sim;não votou;não votou;sim;não;sim;não;NAO
178844;PedroVilela;Pedro Vilela;psdb;AL;sim;não;sim;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;abstenção;não;não;não;sim;sim;não;SIM
141445;PepeVargas;Pepe Vargas;pt;RS;não;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;NAO
73486;PompeodeMattos;Pompeo de Mattos;pdt;RS;sim;não votou;sim;sim;não;não;não;não;não votou;não;sim;sim;sim;não;não;sim;não;sim;não;ABST
160641;ProfessoraMarcivania;Professora Marcivania;pt;AP;não;sim;sim;não;não;não;não;não;não;não;não;sim;sim;não votou;não votou;sim;não;sim;não;NAO
148134;ProfessorVictorioGalli;Professor Victório Galli;psc;MT;sim;sim;não;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;não;não;sim;sim;sim;sim;SIM
178951;RafaelMotta;Rafael Motta;pros;RN;sim;não;sim;sim;não;sim;sim;não;não votou;não;sim;sim;sim;sim;não votou;sim;não votou;sim;sim;SIM
74216;RaimundoGomesdeMatos;Raimundo Gomes de Matos;psdb;CE;sim;não votou;sim;sim;sim;sim;não votou;sim;sim;não;sim;não votou;abstenção;não;não;sim;não;sim;sim;SIM
178998;RaquelMuniz;Raquel Muniz;psc;MG;sim;sim;não;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;não;não;sim;não;sim;sim;SIM
74161;ReginaldoLopes;Reginaldo Lopes;pt;MG;não;não votou;sim;não votou;não;não;não;não;não votou;não;não votou;sim;sim;sim;sim;sim;não;não;não;NAO
178960;RemidioMonai;Remídio Monai;pr;RR;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;não;não votou;sim;sim;não;sim;sim;SIM
178989;RenataAbreu;Renata Abreu;ptn;SP;sim;sim;sim;sim;sim;sim;não;não;sim;sim;sim;sim;sim;sim;sim;sim;não;não votou;não;SIM
141527;RenatoMolling;Renato Molling;pp;RS;não votou;sim;não;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não;sim;sim;sim;sim;SIM
160654;RenzoBraz;Renzo Braz;pp;MG;sim;não votou;sim;não votou;sim;sim;sim;sim;não votou;sim;sim;sim;não votou;sim;não;sim;não;não votou;sim;SIM
73788;RicardoBarros;Ricardo Barros;pp;PR;sim;não votou;não votou;não votou;não;não;7 sim;sim;sim;sim;não votou;sim;não votou;sim;sim;não;não votou;não votou;não;SIM
160655;RicardoIzar;Ricardo Izar;psd;SP;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não votou;sim;sim;sim;não;sim;não;SIM
178920;RicardoTeobaldo;Ricardo Teobaldo;ptb;PE;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;sim;não;não votou;sim;NAO
141472;RicardoTripoli;Ricardo Tripoli;psdb;SP;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não;sim;sim;sim;não;SIM
152610;RobertoAlves;Roberto Alves;prb;SP;não;sim;sim;sim;sim;sim;sim;não;não votou;não;sim;sim;sim;sim;sim;não;não;sim;não;SIM
73674;RobertoBalestra;Roberto Balestra;pp;GO;sim;sim;não;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;não;não votou;sim;sim;sim;não;SIM
141529;RobertoBritto;Roberto Britto;pp;BA;sim;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;não;sim;sim;sim;não;sim;sim;NAO
178995;RobertoGoes;Roberto Góes;pdt;AP;não;não;sim;sim;não;não;sim;não;sim;não;não;não;sim;não;não;sim;não;sim;sim;NAO
178944;RobertoSales;Roberto Sales;prb;RJ;não;sim;sim;sim;sim;sim;sim;não;sim;não;não votou;sim;sim;sim;não votou;sim;não;sim;não;SIM
178840;Rocha;Rocha;psdb;AC;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não;não;sim;não;não votou;não;SIM
141531;RodrigodeCastro;Rodrigo de Castro;psdb;MG;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;não;sim;sim;SIM
74693;RodrigoMaia;Rodrigo Maia;dem;RJ;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;sim;sim;não;sim;sim;não;SIM
178926;RodrigoMartins;Rodrigo Martins;psb;PI;não;não;sim;sim;não votou;não votou;não;sim;sim;não;não;sim;sim;não;não;sim;não;sim;sim;SIM
178897;RodrigoPacheco;Rodrigo Pacheco;pmdb;MG;sim;sim;sim;sim;não votou;não votou;sim;não;sim;sim;sim;sim;não;sim;sim;não votou;não votou;sim;não votou;SIM
141535;RogerioMarinho;Rogério Marinho;psdb;RN;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;abstenção;não;não;sim;sim;sim;não;SIM
160426;RogerioRosso;Rogério Rosso;psd;DF;sim;sim;abstção;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;SIM
141536;RomuloGouveia;Rômulo Gouveia;psd;PB;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;SIM
160515;RonaldoBenedet;Ronaldo Benedet;pmdb;SC;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;SIM
178861;RonaldoCarletto;Ronaldo Carletto;pp;BA;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;sim;sim;sim;não;sim;sim;NAO
160637;RonaldoFonseca;Ronaldo Fonseca;pros;DF;sim;sim;não votou;sim;sim;sim;não;não;sim;não;sim;sim;não;não;não;não;sim;sim;não;SIM
178845;RonaldoLessa;Ronaldo Lessa;pdt;AL;não;não;sim;abstção;não;não;não votou;não votou;não votou;não;não;não votou;sim;não;não;sim;sim;sim;sim;NAO
122466;RonaldoMartins;Ronaldo Martins;prb;CE;não;sim;sim;sim;sim;sim;sim;não;não;não;sim;sim;não;sim;não;não;não;sim;não;SIM
163321;RonaldoNogueira;Ronaldo Nogueira;ptb;RS;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não;sim;não;não;não;não;não;sim;não votou;SIM
178870;RoneyNemer;Rôney Nemer;pmdb;DF;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;sim;não votou;sim;sim;sim;sim;sim;SIM
178945;RosangelaGomes;Rosangela Gomes;prb;RJ;sim;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;sim;sim;não;não;não;sim;não;SIM
73466;RubensBueno;Rubens Bueno;pps;PR;sim;não;sim;sim;não;não;não;não;sim;não;sim;sim;sim;não;não;não;sim;sim;não;SIM
74371;RubensOtoni;Rubens Otoni;pt;GO;sim;sim;sim;sim;não;não;não;não;não votou;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
178887;RubensPereiraJunior;Rubens Pereira Júnior;pcdob;MA;não;não;sim;não;não;não;não;não;não;sim;não;sim;não votou;sim;sim;não;não;não votou;não;NAO
160630;SaguasMoraes;Ságuas Moraes;pt;MT;não;sim;sim;não;não;não;não;não;não;não;não votou;sim;sim;sim;não votou;sim;não;sim;não;NAO
178990;SamuelMoreira;Samuel Moreira;psdb;SP;sim;sim;sim;sim;sim;sim;não votou;sim;sim;não;sim;não votou;não;não;não;não;sim;sim;não;SIM
160621;SandroAlex;Sandro Alex;pps;PR;sim;sim;sim;sim;sim;sim;não;não;sim;não;sim;sim;sim;não;não;não;sim;sim;não;SIM
74762;SaraivaFelipe;Saraiva Felipe;pmdb;MG;sim;sim;sim;sim;não;não;sim;não votou;sim;não votou;sim;sim;sim;sim;sim;sim;não;sim;sim;SIM
74210;SarneyFilho;Sarney Filho;pv;MA;não votou;não votou;sim;não;não;não;sim;não;não votou;não;não;não votou;sim;sim;sim;sim;sim;não votou;sim;SIM
73808;SergioBrito;Sérgio Brito;psd;BA;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;NAO
141542;SergioMoraes;Sérgio Moraes;ptb;RS;sim;não votou;não;sim;sim;sim;sim;sim;não votou;sim;sim;sim;não;não;não;sim;não;sim;sim;SIM
178991;SergioReis;Sérgio Reis;prb;SP;não votou;sim;sim;sim;não votou;não votou;sim;não;não votou;não;sim;sim;não votou;sim;sim;não votou;não votou;não votou;não votou;SIM
178933;SergioSouza;Sergio Souza;pmdb;PR;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não votou;não;SIM
178874;SergioVidigal;Sergio Vidigal;pdt;ES;sim;não votou;sim;sim;não;não;não;não;sim;não;não;sim;sim;não;não;abstenção;abstenção;sim;abstenção;SIM
160612;SergioZveiter;Sergio Zveiter;psd;RJ;não votou;não votou;não votou;sim;não votou;não votou;7 não votou;não votou;sim;não votou;não votou;não votou;sim;sim;sim;sim;não;sim;sim;SIM
178961;Sheridan;Shéridan;psdb;RR;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;não;não;não votou;não votou;sim;não votou;SIM
160613;SibaMachado;Sibá Machado;pt;AC;sim;não votou;não votou;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
74356;SilasCamara;Silas Câmara;psd;AM;sim;sim;não;sim;não votou;não votou;sim;sim;não votou;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;SIM
4930;SilvioCosta;Silvio Costa;psc;PE;sim;sim;sim;não;não;não;sim;sim;sim;não;sim;sim;não;sim;sim;não;não;sim;não;NAO
73560;SilvioTorres;Silvio Torres;psdb;SP;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;não;não;sim;não;sim;não votou;SIM
178911;SimoneMorgado;Simone Morgado;pmdb;PA;sim;sim;sim;sim;não;não;não;não;não votou;não;sim;sim;sim;sim;sim;sim;não;sim;sim;NAO
178946;SorayaSantos;Soraya Santos;pmdb;RJ;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não votou;sim;não votou;SIM
178947;SostenesCavalcante;Sóstenes Cavalcante;psd;RJ;sim;sim;não;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não;não;sim;sim;sim;não;SIM
92776;StefanoAguiar;Stefano Aguiar;psb;MG;sim;não votou;não;sim;sim;sim;sim;sim;sim;sim;não;sim;abstenção;não;não;sim;não;sim;sim;SIM
177282;SubtenenteGonzaga;Subtenente Gonzaga;pdt;MG;não;não;sim;sim;não;sim;não;não;não;não;não votou;sim;sim;não;não;sim;não;sim;sim;SIM
178922;TadeuAlencar;Tadeu Alencar;psb;PE;não;não votou;não;não;não;não;não;não;não;não;não;sim;sim;sim;não;sim;não;sim;sim;SIM
74385;Takayama;Takayama;psc;PR;não votou;sim;sim;sim;não votou;sim;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;SIM
178898;TenenteLucio;Tenente Lúcio;psb;MG;não;sim;não;sim;não;não;sim;sim;sim;não;não;sim;sim;não;sim;sim;sim;sim;sim;SIM
178901;TerezaCristina;Tereza Cristina;psb;MS;sim;não;não;sim;não;sim;sim;não votou;sim;não votou;sim;sim;sim;sim;sim;sim;não;sim;sim;SIM
160617;ThiagoPeixoto;Thiago Peixoto;psd;GO;sim;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;SIM
178862;TiaEron;Tia Eron;prb;BA;sim;sim;sim;não votou;sim;sim;sim;não;sim;não;sim;sim;sim;sim;não;não;não;sim;não;SIM
160976;Tiririca;Tiririca;pr;SP;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;sim;sim;sim;não;sim;não;sim;sim;SIM
160611;ToninhoPinheiro;Toninho Pinheiro;pp;MG;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;sim;não;sim;sim;SIM
178934;ToninhoWandscheer;Toninho Wandscheer;pt;PR;sim;não;sim;sim;não;não votou;não;não;não;não;não votou;sim;sim;sim;sim;sim;não;não votou;sim;SIM
178863;UlduricoJunior;Uldurico Junior;ptc;BA;sim;sim;sim;sim;não;não;sim;não;não;não;não;sim;não votou;sim;não;não;não;não votou;sim;SIM
141384;ValadaresFilho;Valadares Filho;psb;SE;não;sim;sim;sim;não;sim;sim;não;não votou;não;não;sim;sim;não;não;não votou;não votou;sim;não votou;SIM
74010;ValdirColatto;Valdir Colatto;pmdb;SC;sim;sim;não;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;sim;sim;sim;não;sim;não;SIM
113247;ValmirPrascidelli;Valmir Prascidelli;pt;SP;sim;sim;não votou;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;não votou;não;NAO
141552;ValtenirPereira;Valtenir Pereira;pros;MT;sim;sim;sim;não;sim;sim;não;não;sim;não;não votou;sim;sim;sim;sim;não;não;sim;não;NAO
141553;VanderleiMacris;Vanderlei Macris;psdb;SP;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não;sim;sim;abstenção;não votou;não;sim;não;sim;não;SIM
74376;VanderLoubet;Vander Loubet;pt;MS;não;não votou;sim;sim;não;não votou;não;não;não;não;não votou;sim;não votou;sim;sim;sim;não;não votou;sim;NAO
178913;VenezianoVitaldoRego;Veneziano Vital do Rêgo;pmdb;PB;não;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;não;sim;sim;SIM
74308;VicenteArruda;Vicente Arruda;pros;CE;sim;sim;sim;não;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;NAO
160622;VicenteCandido;Vicente Candido;pt;SP;sim;não votou;não votou;não votou;não;não;7 não;não;não;não;não;sim;sim;sim;sim;sim;não;não votou;não;NAO
74283;Vicentinho;Vicentinho;pt;SP;não;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
137070;VicentinhoJunior;Vicentinho Júnior;psb;TO;não;não votou;não votou;sim;sim;sim;sim;sim;sim;não;sim;sim;não;sim;sim;sim;não;sim;sim;NAO
178888;VictorMendes;Victor Mendes;pv;MA;sim;não;sim;sim;não votou;não votou;sim;não;sim;sim;não;sim;sim;sim;sim;sim;não;sim;não;SIM
141555;ViniciusCarvalho;Vinicius Carvalho;prb;SP;não;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;não;sim;sim;não;não;sim;não;SIM
160591;ViniciusGurgel;Vinicius Gurgel;pr;AP;não votou;sim;não votou;sim;sim;sim;sim;sim;sim;não;não votou;sim;não;não votou;sim;sim;não;não votou;não;ABST
178992;VitorLippi;Vitor Lippi;psdb;SP;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;não;sim;não;sim;não;SIM
178869;VitorValim;Vitor Valim;pmdb;CE;sim;sim;sim;sim;sim;sim;sim;não;não;sim;não votou;sim;sim;não;não;sim;sim;sim;sim;SIM
189593;WadihDamous;Wadih Damous;pt;RJ;não;sim;não;não;não;não;não;não;não votou;não;não votou;sim;sim;não votou;não votou;sim;não;sim;não;NAO
160569;WaldenorPereira;Waldenor Pereira;pt;BA;não;sim;não votou;não votou;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
141558;WaldirMaranhao;Waldir Maranhão;pp;MA;não votou;sim;sim;não votou;não;sim;sim;sim;não votou;sim;não votou;sim;não votou;sim;sim;não votou;não votou;não votou;não votou;NAO
178952;WalterAlves;Walter Alves;pmdb;RN;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;SIM
160620;WashingtonReis;Washington Reis;pmdb;RJ;sim;não votou;sim;não votou;não;não;não votou;sim;sim;sim;sim;não votou;sim;sim;sim;não votou;não votou;sim;não votou;SIM
160518;WelitonPrado;Weliton Prado;pt;MG;não;sim;sim;sim;sim;sim;abstção;abstenção;não;abstenção;não;abstenção;abstenção;não;não;abstenção;abstenção;abstenção;abstenção;SIM
74043;WellingtonRoberto;Wellington Roberto;pr;PB;sim;não votou;sim;sim;sim;não votou;sim;sim;sim;não;não votou;sim;sim;sim;sim;sim;não;sim;sim;NAO
167493;WevertonRocha;Weverton Rocha;pdt;MA;não votou;não votou;sim;sim;não;não;não;não;sim;não;não;sim;sim;não;não;sim;não;sim;sim;NAO
160636;WilsonFilho;Wilson Filho;ptb;PB;sim;não;sim;não votou;sim;sim;sim;não votou;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;SIM
73930;WladimirCosta;Wladimir Costa;solidaried;PA;não votou;não votou;sim;não votou;não votou;não votou;7 não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;SIM
74439;WolneyQueiroz;Wolney Queiroz;pdt;PE;não;não votou;sim;sim;não;não;não;não;não;não;não;sim;não votou;não;não;não;não;sim;sim;NAO
